m_3330,10,28,91,nan,nan,45.21,38.1,3
m_3330,130,20,91,nan,nan,45.21,38.1,4
m_3330,160,19,92,nan,nan,45.22,38.1,4
m_3330,170,16,92,nan,nan,45.22,38.1,4
m_3330,280,20,92,nan,nan,45.22,38.1,4
m_3330,600,34,95,nan,nan,45.22,38.11,5
m_3330,710,33,93,nan,nan,45.23,38.11,5
m_3330,730,33,93,nan,nan,45.23,38.11,5
m_3330,740,32,94,nan,nan,45.23,38.11,5
m_3330,780,29,94,nan,nan,45.23,38.11,4
m_3330,850,31,94,nan,nan,45.23,38.11,5
m_3330,930,27,94,nan,nan,45.23,38.11,4
m_3330,1150,36,98,nan,nan,45.23,38.11,8
m_3330,1220,35,94,nan,nan,45.23,38.12,6
m_3330,1250,37,96,nan,nan,45.23,38.12,6
m_3330,1340,31,93,nan,nan,45.24,38.12,4
m_3330,1360,31,93,nan,nan,45.24,38.12,4
m_3330,1500,31,95,nan,nan,45.24,38.12,4
m_3330,1510,36,96,nan,nan,45.24,38.12,4
m_3330,1580,32,98,nan,nan,45.24,38.12,4
m_3330,1680,35,97,nan,nan,45.24,38.12,4
m_3330,1750,29,96,nan,nan,45.24,38.12,4
m_3330,1770,24,96,nan,nan,45.24,38.13,4
m_3330,1790,27,96,nan,nan,45.24,38.13,4
m_3330,1800,28,96,nan,nan,45.24,38.13,4
m_3330,1830,26,96,nan,nan,45.24,38.13,4
m_3330,2190,20,91,nan,nan,45.25,38.13,4
m_3330,2280,28,92,nan,nan,45.25,38.13,7
m_3330,2320,19,91,nan,nan,45.25,38.13,7
m_3330,2480,45,93,nan,nan,45.25,38.14,4
m_3330,2500,50,94,nan,nan,45.26,38.14,4
m_3330,2550,34,94,nan,nan,45.26,38.14,5
m_3330,2560,29,94,nan,nan,45.26,38.14,5
m_3330,2640,25,94,nan,nan,45.26,38.14,4
m_3330,2750,28,94,nan,nan,45.26,38.14,4
m_3330,2780,24,92,nan,nan,45.26,38.14,3
m_3330,3320,23,93,nan,nan,45.27,38.15,3
m_3330,3420,33,95,nan,nan,45.27,38.15,3
m_3330,3460,33,95,nan,nan,45.27,38.15,3
m_3330,3620,23,96,nan,nan,45.27,38.15,4
m_3330,3640,25,95,nan,nan,45.27,38.15,4
m_3330,3650,27,96,nan,nan,45.27,38.15,4
m_3330,3680,26,96,nan,nan,45.27,38.15,4
m_3330,3830,24,93,nan,nan,45.28,38.15,4
m_3330,3940,27,95,nan,nan,45.28,38.16,4
m_3330,3960,24,96,nan,nan,45.28,38.16,3
m_3330,4000,25,95,nan,nan,45.28,38.16,3
m_3330,4020,22,95,nan,nan,45.28,38.16,4
m_3330,4080,24,95,nan,nan,45.28,38.16,4
m_3330,4120,27,93,nan,nan,45.28,38.16,4
m_3330,4150,24,93,nan,nan,45.28,38.16,5
m_3330,4380,19,92,nan,nan,45.28,38.16,4
m_3330,4470,19,91,nan,nan,45.28,38.16,4
m_3330,4480,19,91,nan,nan,45.28,38.16,4
m_3330,4580,27,91,nan,nan,45.29,38.16,4
m_3330,4760,59,96,nan,nan,45.29,38.17,4
m_3330,4800,48,95,nan,nan,45.29,38.17,6
m_3330,4830,44,92,nan,nan,45.29,38.17,6
m_3330,4860,42,91,nan,nan,45.29,38.17,10
m_3330,4900,41,89,nan,nan,45.29,38.17,10
m_3330,5260,41,89,nan,nan,45.3,38.17,4
m_3330,5280,38,90,nan,nan,45.3,38.18,6
m_3330,5510,42,87,nan,nan,45.31,38.18,6
m_3330,5530,43,88,nan,nan,45.31,38.18,6
m_3330,5550,43,89,nan,nan,45.31,38.18,6
m_3330,5750,39,90,nan,nan,45.31,38.18,4
m_3330,5790,37,90,nan,nan,45.31,38.18,5
m_3330,5850,32,89,nan,nan,45.31,38.19,3
m_3330,5880,27,88,nan,nan,45.31,38.19,6
m_3330,5890,33,88,nan,nan,45.31,38.19,6
m_3330,5950,32,87,nan,nan,45.31,38.19,7
m_3330,6020,29,86,nan,nan,45.32,38.19,5
m_3330,6060,25,86,nan,nan,45.32,38.19,3
m_3330,6110,27,87,nan,nan,45.32,38.19,3
m_3330,6290,35,88,nan,nan,45.32,38.19,3
m_3330,6430,33,86,nan,nan,45.32,38.19,3
m_3330,6450,30,86,nan,nan,45.32,38.19,3
m_3330,6590,28,89,nan,nan,45.32,38.2,4
m_3330,6980,23,87,nan,nan,45.33,38.2,4
m_3330,7090,22,87,nan,nan,45.33,38.2,12
m_3330,7100,20,87,nan,nan,45.33,38.2,12
m_3330,7220,24,89,nan,nan,45.33,38.21,5
m_3330,7470,27,91,nan,nan,45.34,38.21,6
m_3330,7730,26,90,nan,nan,45.35,38.21,6
